frame,tracker_id,class_id,confidence,x_min,y_min,x_max,y_max
0,1,0,0.9999004602432251,45.56435012817383,312.8863220214844,98.74166107177734,347.37335205078125
0,2,0,0.9998629093170166,146.3234405517578,352.0528564453125,199.37460327148438,395.8526916503906
0,3,0,0.9997890591621399,354.2769775390625,354.1688232421875,407.3294982910156,412.07623291015625
0,4,0,0.9996894598007202,392.6485900878906,292.4252014160156,439.5392150878906,346.9254150390625
0,5,0,0.9996228218078613,50.388816833496094,381.89398193359375,105.38640594482422,415.261474609375
0,6,0,0.999588668346405,273.0057067871094,168.4164276123047,321.0354919433594,191.22325134277344
0,7,0,0.9993277788162231,387.5079345703125,362.3970947265625,446.8854064941406,430.5945129394531
0,8,0,0.9991982579231262,111.99827575683594,375.6271057128906,174.62220764160156,422.8051452636719
0,9,0,0.9988048076629639,154.8931427001953,119.52951049804688,237.85813903808594,158.85067749023438
0,10,0,0.9937918782234192,0.10815185308456421,338.9400634765625,46.45427703857422,366.632568359375
0,11,0,0.9323790669441223,474.38385009765625,250.7578125,509.3619689941406,292.5759582519531
0,12,0,0.699619472026825,141.77476501464844,395.6390686035156,176.7853240966797,423.3255310058594
0,13,0,0.47813042998313904,150.8310089111328,125.52251434326172,170.14993286132812,151.80889892578125
0,14,0,0.9999182224273682,801.3591430664062,138.794189453125,931.5124938964843,189.963134765625
0,15,0,0.999715268611908,946.9893920898437,195.60072326660156,1007.3209655761718,225.0853271484375
0,16,0,0.9995631575584412,566.3734176635742,146.60671997070312,622.1395690917968,174.37269592285156
0,17,0,0.9992468357086182,668.7860687255859,226.45069885253906,719.1656463623046,254.24081420898438
0,18,0,0.21626771986484528,990.5398376464843,147.6363983154297,1020.5134399414062,180.97914123535156
0,19,0,0.9998999834060669,1388.292413330078,341.67578125,1428.130059814453,385.22686767578125
0,20,0,0.9998989105224609,1280.815606689453,337.5330810546875,1325.7322021484374,383.1329345703125
0,21,0,0.9998756647109985,1340.937158203125,287.0071105957031,1394.680352783203,337.6558837890625
0,22,0,0.9998748302459717,1304.7182250976562,305.2919616699219,1356.3665405273437,354.51611328125
0,23,0,0.9997296929359436,1267.4450775146483,145.59786987304688,1327.682305908203,174.24310302734375
0,24,0,0.9995672106742859,1173.4021087646483,186.4255828857422,1224.0815979003905,209.49542236328125
0,25,0,0.9994373917579651,1351.307305908203,363.1747131347656,1390.6113525390624,407.4590148925781
0,26,0,0.9979921579360962,1031.2530127525329,98.55294799804688,1162.7010589599608,143.35012817382812
0,27,0,0.9476196765899658,1394.6092468261718,131.4149627685547,1494.6150146484374,169.27691650390625
0,28,0,0.9999299049377441,1802.6536926269532,336.1145324707031,1851.5832580566407,392.281982421875
0,29,0,0.9999006986618042,1846.274237060547,350.1957702636719,1896.6761840820313,405.2975158691406
0,30,0,0.9998106360435486,1702.0861267089845,125.15306854248047,1762.5285552978517,151.9239501953125
0,31,0,0.9997711777687073,1804.23642578125,404.89678955078125,1847.5341857910157,456.7073059082031
0,32,0,0.9996336698532104,1560.5447505950929,151.73785400390625,1610.7587722778321,177.4271240234375
0,33,0,0.9950023293495178,1815.2026428222657,464.24603271484375,1855.9144958496095,507.9574279785156
0,34,0,0.9885823726654053,1623.6156677246095,0.18409855663776398,1666.564260864258,34.46773147583008
0,35,0,0.9817253947257996,1742.417059326172,395.3027038574219,1818.9293579101563,484.7574768066406
0,36,0,0.5056688785552979,1895.049871826172,279.8427734375,1916.1135314941407,302.29681396484375
0,37,0,0.3740607500076294,1852.1369079589845,404.1214904785156,1890.0403198242188,448.08465576171875
0,38,0,0.318886935710907,1851.3889221191407,287.367919921875,1872.2878173828126,311.4740295410156
0,39,0,0.9996693134307861,134.32452392578125,771.449169921875,162.5729217529297,824.733349609375
0,40,0,0.9996509552001953,157.49935913085938,795.766552734375,187.62188720703125,852.8289001464843
0,41,0,0.9995580315589905,150.8440399169922,575.5968940734863,185.9952850341797,634.2787826538085
